Time,Channel A
1.18005896,1.31870500
1.18672596,1.31870500
1.19339296,1.31870500
1.20005996,1.30088200
1.20672696,1.30088200
1.21339396,1.30088200
1.22006096,1.31870500
1.22672796,1.30088200
1.23339496,1.31870500
1.24006196,1.30088200
1.24672896,1.31870500
1.25339596,1.31870500
1.26006296,1.31870500
1.26672996,1.31870500
1.27339696,1.31870500
1.28006396,1.31870500
1.28673096,1.31870500
1.29339796,1.30088200
1.30006496,1.30088200
1.30673196,1.30088200
1.31339896,1.30088200
1.32006596,1.31870500
1.32673296,1.31870500
1.33339996,1.30088200
1.34006695,1.31870500
1.34673395,1.30088200
1.35340095,1.31870500
1.36006795,1.30088200
1.36673495,1.30088200
1.37340195,1.30088200
1.38006895,1.30088200
1.38673595,1.31870500
1.39340295,1.30088200
1.40006995,1.31870500
1.40673695,1.31870500
1.41340395,1.31870500
1.42007095,1.30088200
1.42673795,1.30088200
1.43340495,1.31870500
1.44007195,1.30088200
1.44673895,1.30088200
1.45340595,1.31870500
1.46007295,1.31870500
1.46673995,1.31870500
1.47340695,1.31870500
1.48007395,1.31870500
1.48674095,1.30088200
1.49340795,1.30088200
1.50007495,1.31870500
1.50674195,1.30088200
1.51340895,1.31870500
1.52007595,1.31870500
1.52674295,1.30088200
1.53340995,1.30088200
1.54007695,1.30088200
1.54674395,1.30088200
1.55341095,1.30088200
1.56007795,1.30088200
1.56674495,1.30088200
1.57341195,1.30088200
1.58007895,1.31870500
1.58674595,1.31870500
1.59341295,1.30088200
1.60007995,1.30088200
1.60674695,1.31870500
1.61341395,1.30088200
1.62008095,1.30088200
1.62674795,1.30088200
1.63341495,1.30088200
1.64008194,1.31870500
1.64674894,1.31870500
1.65341594,1.30088200
1.66008294,1.30088200
1.66674994,1.31870500
1.67341694,1.30088200
1.68008394,1.30088200
1.68675094,1.30088200
1.69341794,1.31870500
1.70008494,1.30088200
1.70675194,1.30088200
1.71341894,1.30088200
1.72008594,1.31870500
1.72675294,1.30088200
1.73341994,1.31870500
1.74008694,1.30088200
1.74675394,1.30088200
1.75342094,1.31870500
1.76008794,1.31870500
1.76675494,1.31870500
1.77342194,1.30088200
1.78008894,1.31870500
1.78675594,1.30088200
1.79342294,1.30088200
1.80008994,1.31870500
1.80675694,1.31870500
1.81342394,1.30088200
1.82009094,1.31870500
1.82675794,1.30088200
1.83342494,1.31870500
1.84009194,1.30088200
1.84675894,1.31870500
1.85342594,1.31870500
1.86009294,1.30088200
1.86675994,1.30088200
1.87342694,1.30088200
1.88009394,1.30088200
1.88676094,1.31870500
1.89342794,1.30088200
1.90009494,1.31870500
1.90676194,1.30088200
1.91342894,1.31870500
1.92009594,1.31870500
1.92676294,1.31870500
1.93342994,1.31870500
1.94009693,1.31870500
1.94676393,1.31870500
1.95343093,1.31870500
1.96009793,1.31870500
1.96676493,1.31870500
1.97343193,1.31870500
1.98009893,1.31870500
1.98676593,1.31870500
1.99343293,1.31870500
2.00009993,1.30088200
2.00676693,1.31870500
2.01343393,1.30088200
2.02010093,1.31870500
2.02676793,1.31870500
2.03343493,1.31870500
2.04010193,1.31870500
2.04676893,1.31870500
2.05343593,1.31870500
2.06010293,1.30088200
2.06676993,1.31870500
2.07343693,1.31870500
2.08010393,1.30088200
2.08677093,1.30088200
2.09343793,1.31870500
2.10010493,1.30088200
2.10677193,1.31870500
2.11343893,1.31870500
2.12010593,1.31870500
2.12677293,1.30088200
2.13343993,1.31870500
2.14010693,1.31870500
2.14677393,1.30088200
2.15344093,1.31870500
2.16010793,1.31870500
2.16677493,1.31870500
2.17344193,1.31870500
2.18010893,1.31870500
2.18677593,1.31870500
2.19344293,1.31870500
2.20010993,1.30088200
2.20677693,1.30088200
2.21344393,1.31870500
2.22011093,1.31870500
2.22677793,1.31870500
2.23344492,1.30088200
2.24011192,1.30088200
2.24677892,1.31870500
2.25344592,1.30088200
2.26011292,1.30088200
2.26677992,1.31870500
2.27344692,1.30088200
2.28011392,1.30088200
2.28678092,1.30088200
2.29344792,1.30088200
2.30011492,1.31870500
2.30678192,1.31870500
2.31344892,1.30088200
2.32011592,1.31870500
2.32678292,1.30088200
2.33344992,1.30088200
2.34011692,1.31870500
2.34678392,1.31870500
2.35345092,1.31870500
2.36011792,1.31870500
2.36678492,1.31870500
2.37345192,1.30088200
2.38011892,1.30088200
2.38678592,1.30088200
2.39345292,1.31870500
2.40011992,1.30088200
2.40678692,1.31870500
2.41345392,1.31870500
2.42012092,1.31870500
2.42678792,1.30088200
2.43345492,1.31870500
2.44012192,1.31870500
2.44678892,1.31870500
2.45345592,1.31870500
2.46012292,1.31870500
2.46678992,1.31870500
2.47345692,1.31870500
2.48012392,1.30088200
2.48679092,1.30088200
2.49345792,1.31870500
2.50012492,1.31870500
2.50679192,1.30088200
2.51345892,1.31870500
2.52012592,1.31870500
2.52679292,0.05310221
2.53345991,0.05310221
2.54012691,0.05310221
2.54679391,0.05310221
2.55346091,0.05310221
2.56012791,0.05310221
2.56679491,0.05310221
2.57346191,0.05310221
2.58012891,0.05310221
2.58679591,0.05310221
2.59346291,0.05310221
2.60012991,0.05310221
2.60679691,0.05310221
2.61346391,0.05310221
2.62013091,0.05310221
2.62679791,0.05310221
2.63346491,0.05310221
2.64013191,0.05310221
2.64679891,0.03527940
2.65346591,0.05310221
2.66013291,0.03527940
2.66679991,0.05310221
2.67346691,0.05310221
2.68013391,0.05310221
2.68680091,0.05310221
2.69346791,0.05310221
2.70013491,0.03527940
2.70680191,0.05310221
2.71346891,0.05310221
2.72013591,0.05310221
2.72680291,0.05310221
2.73346991,0.05310221
2.74013691,0.05310221
2.74680391,0.05310221
2.75347091,0.05310221
2.76013791,0.05310221
2.76680491,0.05310221
2.77347191,0.05310221
2.78013891,0.03527940
2.78680591,0.03527940
2.79347291,0.03527940
2.80013991,0.05310221
2.80680691,0.05310221
2.81347391,0.05310221
2.82014091,0.05310221
2.82680790,0.05310221
2.83347490,0.05310221
2.84014190,0.05310221
2.84680890,0.05310221
2.85347590,0.03527940
2.86014290,0.05310221
2.86680990,0.05310221
2.87347690,0.05310221
2.88014390,0.05310221
2.88681090,0.05310221
2.89347790,0.05310221
2.90014490,0.05310221
2.90681190,0.03527940
2.91347890,0.05310221
2.92014590,0.05310221
2.92681290,0.05310221
2.93347990,0.03527940
2.94014690,0.03527940
2.94681390,0.05310221
2.95348090,0.05310221
2.96014790,0.05310221
2.96681490,0.05310221
2.97348190,0.05310221
2.98014890,0.05310221
2.98681590,0.03527940
2.99348290,0.05310221
3.00014990,0.05310221
3.00681690,0.05310221
3.01348390,0.05310221
3.02015090,0.05310221
3.02681790,0.05310221
3.03348490,0.03527940
3.04015190,0.05310221
3.04681890,0.05310221
3.05348590,0.05310221
3.06015290,0.05310221
3.06681990,0.05310221
3.07348690,0.05310221
3.08015390,0.05310221
3.08682090,0.05310221
3.09348790,0.05310221
3.10015490,0.03527940
3.10682190,0.05310221
3.11348890,0.05310221
3.12015590,0.05310221
3.12682289,0.05310221
3.13348989,0.05310221
3.14015689,0.05310221
3.14682389,0.03527940
3.15349089,0.05310221
3.16015789,0.05310221
3.16682489,0.05310221
3.17349189,0.05310221
3.18015889,0.05310221
3.18682589,0.05310221
3.19349289,0.05310221
3.20015989,0.05310221
3.20682689,0.05310221
3.21349389,0.05310221
3.22016089,0.05310221
3.22682789,0.03527940
3.23349489,0.05310221
3.24016189,0.05310221
3.24682889,0.05310221
3.25349589,0.05310221
3.26016289,0.05310221
3.26682989,0.05310221
3.27349689,0.03527940
3.28016389,0.05310221
3.28683089,0.05310221
3.29349789,0.05310221
3.30016489,0.05310221
3.30683189,0.03527940
3.31349889,0.05310221
3.32016589,0.05310221
3.32683289,0.05310221
3.33349989,0.05310221
3.34016689,0.05310221
3.34683389,0.03527940
3.35350089,0.05310221
3.36016789,0.05310221
3.36683489,0.05310221
3.37350189,0.05310221
3.38016889,0.05310221
3.38683589,0.05310221
3.39350289,0.05310221
3.40016989,0.05310221
3.40683689,0.05310221
3.41350389,0.05310221
3.42017089,0.03527940
3.42683788,0.03527940
3.43350488,0.05310221
3.44017188,0.05310221
3.44683888,0.03527940
3.45350588,0.05310221
3.46017288,0.03527940
3.46683988,0.05310221
3.47350688,0.05310221
3.48017388,0.05310221
3.48684088,0.05310221
3.49350788,0.05310221
3.50017488,0.05310221
3.50684188,0.03527940
3.51350888,0.05310221
3.52017588,0.03527940
3.52684288,0.05310221
3.53350988,0.05310221
3.54017688,0.03527940
3.54684388,0.05310221
3.55351088,0.05310221
3.56017788,0.05310221
3.56684488,0.03527940
3.57351188,0.03527940
3.58017888,0.03527940
3.58684588,0.05310221
3.59351288,0.05310221
3.60017988,0.05310221
3.60684688,0.05310221
3.61351388,0.05310221
3.62018088,0.03527940
3.62684788,0.05310221
3.63351488,0.03527940
3.64018188,0.05310221
3.64684888,0.05310221
3.65351588,0.05310221
3.66018288,0.05310221
3.66684988,0.05310221
3.67351688,0.05310221
3.68018388,0.05310221
3.68685088,0.05310221
3.69351788,0.05310221
3.70018488,0.05310221
3.70685188,0.03527940
3.71351888,0.05310221
3.72018587,0.03527940
3.72685287,0.05310221
3.73351987,0.05310221
3.74018687,0.05310221
3.74685387,0.03527940
3.75352087,0.05310221
3.76018787,0.03527940
3.76685487,0.05310221
3.77352187,0.05310221
3.78018887,0.05310221
3.78685587,0.05310221
3.79352287,0.05310221
3.80018987,0.03527940
3.80685687,0.03527940
3.81352387,0.05310221
3.82019087,0.05310221
3.82685787,0.05310221
3.83352487,0.03527940
3.84019187,0.05310221
3.84685887,0.05310221
3.85352587,0.03527940
3.86019287,0.05310221
3.86685987,0.05310221
3.87352687,0.05310221
3.88019387,0.03527940
3.88686087,0.03527940
3.89352787,0.03527940
3.90019487,0.03527940
3.90686187,0.05310221
3.91352887,0.05310221
3.92019587,0.05310221
3.92686287,0.05310221
3.93352987,0.03527940
3.94019687,0.05310221
3.94686387,0.05310221
3.95353087,0.05310221
3.96019787,0.05310221
3.96686487,0.05310221
3.97353187,0.05310221
3.98019887,0.03527940
3.98686587,0.05310221
3.99353287,0.03527940
4.00019987,0.03527940
4.00686687,0.03527940
4.01353387,0.05310221
4.02020086,0.05310221
4.02686786,0.05310221
4.03353486,0.05310221
4.04020186,0.03527940
4.04686886,0.05310221
4.05353586,0.05310221
4.06020286,0.05310221
4.06686986,0.05310221
4.07353686,0.05310221
4.08020386,0.03527940
4.08687086,0.05310221
4.09353786,0.03527940
4.10020486,0.05310221
4.10687186,0.03527940
4.11353886,0.05310221
4.12020586,0.03527940
4.12687286,0.05310221
4.13353986,0.05310221
4.14020686,0.05310221
4.14687386,0.05310221
4.15354086,0.03527940
4.16020786,0.05310221
4.16687486,0.03527940
4.17354186,0.05310221
4.18020886,0.05310221
4.18687586,0.03527940
4.19354286,0.03527940
4.20020986,0.03527940
4.20687686,0.05310221
4.21354386,0.03527940
4.22021086,0.03527940
4.22687786,0.05310221
4.23354486,0.03527940
4.24021186,0.05310221
4.24687886,0.03527940
4.25354586,0.05310221
4.26021286,0.05310221
4.26687986,0.05310221
4.27354686,0.05310221
4.28021386,0.05310221
4.28688086,0.05310221
4.29354786,0.05310221
4.30021486,0.03527940
4.30688186,0.05310221
4.31354886,0.03527940
4.32021585,0.05310221
4.32688285,0.05310221
4.33354985,0.05310221
4.34021685,0.03527940
4.34688385,0.03527940
4.35355085,0.05310221
4.36021785,0.05310221
4.36688485,0.05310221
4.37355185,0.03527940
4.38021885,0.05310221
4.38688585,0.05310221
4.39355285,0.05310221
4.40021985,0.05310221
4.40688685,0.05310221
4.41355385,0.03527940
4.42022085,0.05310221
4.42688785,0.05310221
4.43355485,0.03527940
4.44022185,0.03527940
4.44688885,0.05310221
4.45355585,0.05310221
4.46022285,0.05310221
4.46688985,0.05310221
4.47355685,0.05310221
4.48022385,0.05310221
4.48689085,0.05310221
4.49355785,0.03527940
4.50022485,0.03527940
4.50689185,0.05310221
4.51355885,0.05310221
4.52022585,0.03527940
4.52689285,0.03527940
4.53355985,0.05310221
4.54022685,0.05310221
4.54689385,0.05310221
4.55356085,0.03527940
4.56022785,0.05310221
4.56689485,0.05310221
4.57356185,0.05310221
4.58022885,0.03527940
4.58689585,0.05310221
4.59356285,0.05310221
4.60022985,0.03527940
4.60689685,0.05310221
4.61356384,0.05310221
4.62023084,0.05310221
4.62689784,0.03527940
4.63356484,0.03527940
4.64023184,0.03527940
4.64689884,0.05310221
4.65356584,0.03527940
4.66023284,0.05310221
4.66689984,0.03527940
4.67356684,0.05310221
4.68023384,0.05310221
4.68690084,0.05310221
4.69356784,0.03527940
4.70023484,0.05310221
4.70690184,0.03527940
4.71356884,0.05310221
4.72023584,0.05310221
4.72690284,0.03527940
4.73356984,0.03527940
4.74023684,0.03527940
4.74690384,0.05310221
4.75357084,0.03527940
4.76023784,0.03527940
4.76690484,0.05310221
4.77357184,0.03527940
4.78023884,0.03527940
4.78690584,0.03527940
4.79357284,0.05310221
4.80023984,0.05310221
4.80690684,0.05310221
4.81357384,0.05310221
4.82024084,0.03527940
4.82690784,0.05310221
4.83357484,0.03527940
4.84024184,0.05310221
4.84690884,0.05310221
4.85357584,0.03527940
4.86024284,0.03527940
4.86690984,0.03527940
4.87357684,0.05310221
4.88024384,0.03527940
4.88691084,0.05310221
4.89357784,0.03527940
4.90024484,0.05310221
4.90691184,0.05310221
4.91357883,0.03527940
4.92024583,0.05310221
4.92691283,0.05310221
4.93357983,0.03527940
4.94024683,0.05310221
4.94691383,0.05310221
4.95358083,0.03527940
4.96024783,0.05310221
4.96691483,0.05310221
4.97358183,0.05310221
4.98024883,0.03527940
4.98691583,0.05310221
4.99358283,0.03527940
5.00024983,0.05310221
5.00691683,0.05310221
5.01358383,0.03527940
5.02025083,0.03527940
5.02691783,0.05310221
5.03358483,0.05310221
5.04025183,0.05310221
5.04691883,0.05310221
5.05358583,0.05310221
5.06025283,0.05310221
5.06691983,0.05310221
5.07358683,0.05310221
5.08025383,0.05310221
5.08692083,0.05310221
5.09358783,0.03527940
5.10025483,0.05310221
5.10692183,0.03527940
5.11358883,0.03527940
5.12025583,0.05310221
5.12692283,0.03527940
5.13358983,0.05310221
5.14025683,0.05310221
5.14692383,0.03527940
5.15359083,0.03527940
5.16025783,0.03527940
5.16692483,0.03527940
5.17359183,0.03527940
5.18025883,0.03527940
5.18692583,0.05310221
5.19359283,0.05310221
5.20025983,0.05310221
5.20692682,0.03527940
5.21359382,0.03527940
5.22026082,0.05310221
5.22692782,0.05310221
5.23359482,0.05310221
5.24026182,0.05310221
5.24692882,0.05310221
5.25359582,0.05310221
5.26026282,0.05310221
5.26692982,0.05310221
5.27359682,0.05310221
5.28026382,0.03527940
5.28693082,0.05310221
5.29359782,0.05310221
5.30026482,0.05310221
5.30693182,0.03527940
5.31359882,0.05310221
5.32026582,0.03527940
5.32693282,0.03527940
5.33359982,0.05310221
5.34026682,0.03527940
5.34693382,0.03527940
5.35360082,0.03527940
5.36026782,0.03527940
5.36693482,0.03527940
5.37360182,0.03527940
5.38026882,0.03527940
5.38693582,0.05310221
5.39360282,0.05310221
5.40026982,0.03527940
5.40693682,0.05310221
5.41360382,0.05310221
5.42027082,0.05310221
5.42693782,0.05310221
5.43360482,0.05310221
5.44027182,0.05310221
5.44693882,0.05310221
5.45360582,0.05310221
5.46027282,0.03527940
5.46693982,0.03527940
5.47360682,0.03527940
5.48027382,0.05310221
5.48694082,0.05310221
5.49360782,0.05310221
5.50027482,0.03527940
5.50694181,0.05310221
5.51360881,0.03527940
5.52027581,0.03527940
5.52694281,0.03527940
5.53360981,0.05310221
5.54027681,0.05310221
5.54694381,0.03527940
5.55361081,0.05310221
5.56027781,0.03527940
5.56694481,0.03527940
5.57361181,0.03527940
5.58027881,0.05310221
5.58694581,0.05310221
5.59361281,0.03527940
5.60027981,0.05310221
5.60694681,0.05310221
5.61361381,0.05310221
5.62028081,0.03527940
5.62694781,0.05310221
5.63361481,0.05310221
5.64028181,0.03527940
5.64694881,0.05310221
5.65361581,0.03527940
5.66028281,0.03527940
5.66694981,0.03527940
5.67361681,0.05310221
5.68028381,0.05310221
5.68695081,0.05310221
5.69361781,0.03527940
5.70028481,0.03527940
5.70695181,0.03527940
5.71361881,0.05310221
5.72028581,0.03527940
5.72695281,0.05310221
5.73361981,0.03527940
5.74028681,0.03527940
5.74695381,0.05310221
5.75362081,0.05310221
5.76028781,0.05310221
5.76695481,0.03527940
5.77362181,0.03527940
5.78028881,0.05310221
5.78695581,0.05310221
5.79362281,0.03527940
5.80028981,0.03527940
5.80695680,0.05310221
5.81362380,0.05310221
5.82029080,0.03527940
5.82695780,0.03527940
5.83362480,0.03527940
5.84029180,0.05310221
5.84695880,0.03527940
5.85362580,0.05310221
5.86029280,0.05310221
5.86695980,0.05310221
5.87362680,0.05310221
5.88029380,0.03527940
5.88696080,0.05310221
5.89362780,0.05310221
5.90029480,0.03527940
5.90696180,0.03527940
5.91362880,0.05310221
5.92029580,0.05310221
5.92696280,0.05310221
5.93362980,0.05310221
5.94029680,0.03527940
5.94696380,0.05310221
5.95363080,0.05310221
5.96029780,0.05310221
5.96696480,0.03527940
5.97363180,0.05310221
5.98029880,0.05310221
5.98696580,0.03527940
5.99363280,0.03527940
6.00029980,0.03527940
6.00696680,0.05310221
6.01363380,0.05310221
6.02030080,0.03527940
6.02696780,0.03527940
6.03363480,0.03527940
6.04030180,0.03527940
6.04696880,0.05310221
6.05363580,0.05310221
6.06030280,0.05310221
6.06696980,0.03527940
6.07363680,0.05310221
6.08030380,0.05310221
6.08697080,0.03527940
6.09363780,0.03527940
6.10030479,0.03527940
6.10697179,0.03527940
6.11363879,0.05310221
6.12030579,0.03527940
6.12697279,0.03527940
6.13363979,0.05310221
6.14030679,0.05310221
6.14697379,0.05310221
6.15364079,0.03527940
6.16030779,0.03527940
6.16697479,0.03527940
6.17364179,0.03527940
6.18030879,0.05310221
6.18697579,0.05310221
6.19364279,0.03527940
6.20030979,0.05310221
6.20697679,0.05310221
6.21364379,0.05310221
6.22031079,0.03527940
6.22697779,0.03527940
6.23364479,0.03527940
6.24031179,0.03527940
6.24697879,0.03527940
6.25364579,0.03527940
6.26031279,0.05310221
6.26697979,0.03527940
6.27364679,0.03527940
6.28031379,0.05310221
6.28698079,0.03527940
6.29364779,0.05310221
6.30031479,0.05310221
6.30698179,0.05310221
6.31364879,0.05310221
6.32031579,0.03527940
6.32698279,0.05310221
6.33364979,0.03527940
6.34031679,0.05310221
6.34698379,0.03527940
6.35365079,0.48091070
6.36031779,0.48091070
6.36698479,0.49873350
6.37365179,0.49873350
6.38031879,0.49873350
6.38698579,0.49873350
6.39365279,0.51655630
6.40031978,0.49873350
6.40698678,0.48091070
6.41365378,0.49873350
6.42032078,0.49873350
6.42698778,0.49873350
6.43365478,0.51655630
6.44032178,0.49873350
6.44698878,0.49873350
6.45365578,0.51655630
6.46032278,0.51655630
6.46698978,0.49873350
6.47365678,0.51655630
6.48032378,0.51655630
6.48699078,0.51655630
6.49365778,0.51655630
6.50032478,0.51655630
6.50699178,0.51655630
6.51365878,0.51655630
6.52032578,0.51655630
6.52699278,0.51655630
6.53365978,0.51655630
6.54032678,0.53437910
6.54699378,0.53437910
6.55366078,0.51655630
6.56032778,0.51655630
6.56699478,0.51655630
6.57366178,0.51655630
6.58032878,0.51655630
6.58699578,0.53437910
6.59366278,0.51655630
6.60032978,0.51655630
6.60699678,0.53437910
6.61366378,0.51655630
6.62033078,0.51655630
6.62699778,0.51655630
6.63366478,0.51655630
6.64033178,0.51655630
6.64699878,0.51655630
6.65366578,0.51655630
6.66033278,0.53437910
6.66699978,0.51655630
6.67366678,0.53437910
6.68033378,0.53437910
6.68700078,0.53437910
6.69366778,0.53437910
6.70033477,0.51655630
6.70700177,0.53437910
6.71366877,0.53437910
6.72033577,0.53437910
6.72700277,0.53437910
6.73366977,0.53437910
6.74033677,0.53437910
6.74700377,0.53437910
6.75367077,0.53437910
6.76033777,0.53437910
6.76700477,0.53437910
6.77367177,0.55220190
6.78033877,0.53437910
6.78700577,0.53437910
6.79367277,0.53437910
6.80033977,0.55220190
6.80700677,0.55220190
6.81367377,0.55220190
6.82034077,0.55220190
6.82700777,0.55220190
6.83367477,0.55220190
6.84034177,0.55220190
6.84700877,0.55220190
6.85367577,0.55220190
6.86034277,0.55220190
6.86700977,0.55220190
6.87367677,0.55220190
6.88034377,0.57002470
6.88701077,0.55220190
6.89367777,0.55220190
6.90034477,0.57002470
6.90701177,0.55220190
6.91367877,0.55220190
6.92034577,0.55220190
6.92701277,0.57002470
6.93367977,0.55220190
6.94034677,0.55220190
6.94701377,0.57002470
6.95368077,0.55220190
6.96034777,0.57002470
6.96701477,0.55220190
6.97368177,0.55220190
6.98034877,0.57002470
6.98701577,0.57002470
6.99368276,0.57002470
7.00034976,0.55220190
7.00701676,0.57002470
7.01368376,0.57002470
7.02035076,0.55220190
7.02701776,0.57002470
7.03368476,0.55220190
7.04035176,0.57002470
7.04701876,0.57002470
7.05368576,0.57002470
7.06035276,0.57002470
7.06701976,0.57002470
7.07368676,0.55220190
7.08035376,0.57002470
7.08702076,0.57002470
7.09368776,0.57002470
7.10035476,0.55220190
7.10702176,0.57002470
7.11368876,0.55220190
7.12035576,0.57002470
7.12702276,0.57002470
7.13368976,0.57002470
7.14035676,0.57002470
7.14702376,0.57002470
7.15369076,0.57002470
7.16035776,0.57002470
7.16702476,0.57002470
7.17369176,0.57002470
7.18035876,0.57002470
7.18702576,0.57002470
7.19369276,0.57002470
7.20035976,0.57002470
7.20702676,0.57002470
7.21369376,0.57002470
7.22036076,0.57002470
7.22702776,0.57002470
7.23369476,0.57002470
7.24036176,0.57002470
7.24702876,0.57002470
7.25369576,0.58784750
7.26036276,0.57002470
7.26702976,0.58784750
7.27369676,0.58784750
7.28036376,0.57002470
7.28703076,0.58784750
7.29369775,0.58784750
7.30036475,0.57002470
7.30703175,0.58784750
7.31369875,0.58784750
7.32036575,0.58784750
7.32703275,0.58784750
7.33369975,0.58784750
7.34036675,0.58784750
7.34703375,0.58784750
7.35370075,0.58784750
7.36036775,0.58784750
7.36703475,0.58784750
7.37370175,0.58784750
7.38036875,0.58784750
7.38703575,0.58784750
7.39370275,0.58784750
7.40036975,0.58784750
7.40703675,0.58784750
7.41370375,0.58784750
7.42037075,0.58784750
7.42703775,0.58784750
7.43370475,0.58784750
7.44037175,0.58784750
7.44703875,0.58784750
7.45370575,0.58784750
7.46037275,0.58784750
7.46703975,0.58784750
7.47370675,0.58784750
7.48037375,0.58784750
7.48704075,0.58784750
7.49370775,0.58784750
7.50037475,0.60567030
7.50704175,0.58784750
7.51370875,0.58784750
7.52037575,0.60567030
7.52704275,0.60567030
7.53370975,0.58784750
7.54037675,0.60567030
7.54704375,0.60567030
7.55371075,0.60567030
7.56037775,0.60567030
7.56704475,0.60567030
7.57371175,0.60567030
7.58037875,0.60567030
7.58704574,0.60567030
7.59371274,0.60567030
7.60037974,0.60567030
7.60704674,0.60567030
7.61371374,0.60567030
7.62038074,0.60567030
7.62704774,0.60567030
7.63371474,0.60567030
7.64038174,0.60567030
7.64704874,0.60567030
7.65371574,0.60567030
7.66038274,0.60567030
7.66704974,0.60567030
7.67371674,0.60567030
7.68038374,0.60567030
7.68705074,0.60567030
7.69371774,0.60567030
7.70038474,0.60567030
7.70705174,0.60567030
7.71371874,0.60567030
7.72038574,0.60567030
7.72705274,0.60567030
7.73371974,0.60567030
7.74038674,0.60567030
7.74705374,0.60567030
7.75372074,0.60567030
